parsed_duration,parsed_name,parsed_objectives,parsed_price,parsed_sku,parsed_url,processed_duration,processed_price
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation spécial Bureaux d'études techniques Syntec - Cinov : sécuriser les contrats d'expatriation et de détachement,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Gérer les missions à l’étranger en toute sécurité</li><li>Intégrer les dispositions légales et les spécificités de la convention collective nationale des bureaux d'études techniques, des cabinets d'ingénieurs-conseils et des sociétés de conseils (BET, SYNTEC)</li><li>Connaître les interlocuteurs liés à la mobilité internationale</li></ul>
                                            </div>",,3175,https://www.comundi.fr/formation-paie-special-ingenierie-informatique-conseil-bet/formation-special-bureaux-d-etudes-techniques-syntec-cinov-securiser-les-contrats-d-expatriation-et-de-detachement.html,,
1 jour - 7 h,Formation : Actualité du droit bancaire,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser l'actualité législative et jurisprudentielle du droit bancaire</li>
<li>Faire le point sur les missions et les pouvoirs des institutions</li>
<li>Comprendre les enjeux des nouveaux moyens de paiement</li>
</ul>
<p> </p>
                                            </div>",800 €,4887,https://www.comundi.fr/formation-droit-bancaire/formation-actualite-du-droit-bancaire.html,7,800
1 jour - 7 h,Formation: Cerner les récentes évolutions de la procédure civile,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser la réforme de la procédure civile intervenue par décret le 6 mai 2017 </li>
<li>Comprendre les évolutions au sein de la procédure pénale</li>
<li>Identifier les changements intervenus par voie jurisprudentielle</li>
</ul>
                                            </div>",800 €,4235,https://www.comundi.fr/formation-droit-civil/formation-cerner-les-recentes-evolutions-de-la-procedure-civile.html,7,800
1 jour - 7 h,Formation : Les fondamentaux du droit de l’union européenne,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Rappel des grandes notions du droit de l’Union Européenne</li>
<li>Comprendre les mécanismes du droit de l’Union Européenne</li>
<li>Se familiariser avec les différentes procédures contentieuses</li>
</ul>
                                            </div>",800 €,4901,https://www.comundi.fr/formation-droit-bancaire/formation-les-fondamentaux-du-droit-de-l-union-europeenne.html,7,800
1 jour - 7 h,Formation : Actualité du droit de l’union européenne,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Présentation des dernières évolutions institutionnelles et politiques de l’Union européenne</li>
<li>Présentation des principaux défis de l’Union pour les prochaines années</li>
</ul>
                                            </div>",800 €,4902,https://www.comundi.fr/formation-droit-bancaire/formation-actualite-du-droit-de-l-union-europeenne.html,7,800
1 jour - 7 h,Formation: Les fondamentaux du droit commercial,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Rappel des grandes notions du droit commercial</li>
<li>Aborder des points particuliers du droit commercial soulevant problème</li>
<li>Actualisation des savoirs à la lumière des évolutions législatives, réglementaires et jurisprudentielles</li>
</ul>
                                            </div>",800 €,4885,https://www.comundi.fr/formation-droit-commercial/formation-les-fondamentaux-du-droit-commercial.html,7,800
1 jour - 7 h,Formation: Actualité du droit de la vigne et du vin,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Faire le bilan de l'actualité en droit viti-vinicole</li>
<li>Maîtriser les dernières évolutions normatives et jurisprudentielles en matière d'indications géographiques, d'étiquetage et de publicité des vins et des marques viticoles</li>
</ul>
                                            </div>",800 €,5165,https://www.comundi.fr/formation-droit-commercial/formation-actualite-du-droit-de-la-vigne-et-du-vin.html,7,800
2 heures,Classe virtuelle - Rédaction des baux commerciaux,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Apprécier le régime des baux commerciaux</li>
<li>Rédiger vos baux en toute sécurité</li>
<li>Identifier les sanctions de la violation d’une disposition d’ordre public</li>
</ul>
                                            </div>",150 €,5107,https://www.comundi.fr/formation-droit-civil/classe-virtuelle-redaction-des-baux-commerciaux.html,2,150
2 heures,Classe virtuelle - Les préjudices liées à la rupture brutale des relations commerciales,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Cerner les situations de rupture des relations commerciales</li>
<li>Analyser les différents chefs de préjudices liées à la rupture brutale</li>
<li>Maîtriser les règles spécifiques</li>
</ul>
                                            </div>",150 €,5108,https://www.comundi.fr/formation-droit-civil/classe-virtuelle-les-prejudices-liees-a-la-rupture-brutale-des-relations-commerciales.html,2,150
2 heures,Classe virtuelle - Les points de vigilance lors d’une cession de fonds de commerce,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Cerner les règles essentielles à la cession de fonds de commerce</li>
<li>Faire le point sur les dernières évolutions jurisprudentielles</li>
<li>Identifier les actes de procédure entourant la cession</li>
</ul>
                                            </div>",150 €,5104,https://www.comundi.fr/formation-droit-civil/classe-virtuelle-les-points-de-vigilance-lors-d-une-cession-de-fonds-de-commerce.html,2,150
2 heures,Classe virtuelle - Actualité du droit de l’environnement,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Décrypter les politiques publiques environnementales</li>
<li>Actualiser ses connaîssance en matière de droit de l'environnement</li>
<li>Appréhender la mise en place des politiques publiques</li>
</ul>
                                            </div>",150 €,5110,https://www.comundi.fr/formation-droit-de-la-propriete-intellectuelle/classe-virtuelle-actualite-du-droit-de-l-environnement.html,2,150
1 jour - 7 h,"Formation : Créer, produire et sécuriser un contenu audiovisuel","<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre la notion d’œuvre audiovisuelle,</li>
<li>Identifier les personnes qui contribuent à sa création et à sa production et les droits de chacune d’elles </li>
<li>Mettre en place et sécuriser les relations contractuelles entre les différents contributeurs</li>
<li>Maitriser et sécuriser en amont le contenu éditorial de l’œuvre audiovisuelle</li>
</ul>
                                            </div>",800 €,5119,https://www.comundi.fr/formation-droit-de-la-propriete-intellectuelle/formation-creer-produire-et-securiser-un-contenu-audiovisuel.html,7,800
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Marketing et protection de marque,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Rappel des points essentiels du droit du marketing</li>
<li>Gérer juridiquement l'image de la marque</li>
<li>Appréhender les nouveaux aspects juridiques liés au e-business</li>
</ul>
                                            </div>",,5195,https://www.comundi.fr/formation-droit-de-la-propriete-intellectuelle/formation-marketing-et-protection-de-marque.html,,
2 jours - 14 h,Formation: La pratique des contrats,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Sécuriser la négociation et la rédaction des contrats français et internationaux</li>
<li>Perfectionner la rédaction des clauses contractuelles</li>
<li>Intégrer les évolutions apportées par la Réforme du droit des contrats</li>
<li>Appréhender les risques et les éventuels litiges découlant d’un contrat</li>
</ul>
                                            </div>",1 300 €,GO76,https://www.comundi.fr/formation-droit-des-affaires/formation-la-pratique-des-contrats.html,14,1300
2 jours - 14 h,Formation : Mode amiable de règlement des différends et négociations,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Identifier et distinguer les différents modes alternatifs de résolutions de conflits
</li><li>Introduction à l'acquisition des techniques nécessaires à l'exercice des missions de médiateur 
</li><li>Maîtriser les dimensions et contraintes juridiques de chaque dispositif</li></ul>
                                            </div>",1 300 €,2533,https://www.comundi.fr/formation-droit-des-affaires/formation-mode-amiable-de-reglement-des-differends-et-negociations.html,14,1300
1 jour - 7 h,Formation : Actualité des décisions de la Cour de Justice de l’Union Européenne,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Analyser les décisions de la Cour intervenues en 2017/2018</li>
<li>Faire la veille des décisions importantes et de la politique de la CJUE</li>
</ul>
                                            </div>",800 €,4903,https://www.comundi.fr/formation-droit-de-l-environnement-et-droit-rural/formation-actualite-des-decisions-de-la-cour-de-justice-de-l-union-europeenne.html,7,800
2 heures,Classe virtuelle - Les nouvelles obligations liées aux modes alternatifs de règlement des différends,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Savoir à quel moment recourir aux MARC</li>
<li>Identifier les évolutions prévues dans la loi de programmation de la justice</li>
<li>Maîtriser le cadre juridique et le processus de mise en œuvre</li>
</ul>
                                            </div>",150 €,5105,https://www.comundi.fr/formation-droit-de-l-environnement-et-droit-rural/classe-virtuelle-les-nouvelles-obligations-liees-aux-modes-alternatifs-de-reglement-des-differends.html,2,150
2 heures,Classe virtuelle - Le droit de l’intermédiation,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser les obligations liées à la profession d'intermédiaire d'assurance</li>
<li>Se prémunir des risques de responsabilité</li>
<li>Appréhender les évolutions législatives et jurisprudentielles</li>
</ul>
                                            </div>",150 €,5109,https://www.comundi.fr/formation-droit-de-l-environnement-et-droit-rural/classe-virtuelle-le-droit-de-l-intermediation.html,2,150
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Droit des assurances et risques environnementaux,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser les subtilités juridiques des assurances contre le risque environnemental</li>
<li>Savoir définir la responsabilité environnementale</li>
<li>Faire le point sur les notions et les évolutions législatives et jurisprudentielles</li>
</ul>
                                            </div>",,5197,https://www.comundi.fr/formation-droit-des-assurances-et-prevention-des-risques-responsabilite-civile/formation-droit-des-assurances-et-risques-environnementaux.html,,
2 jours - 14 h,Formation : Suivi administratif des polices d'assurance et des sinistres,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Acquérir une connaissance générale du droit des assurances
</li><li>Savoir appliquer une méthode de traitement des dossiers fiable et efficace
</li><li>Accroître l'efficacité de la gestion de vos contrats et sinistres</li></ul>
                                            </div>",1 300 €,JS08,https://www.comundi.fr/formation-droit-des-assurances-et-prevention-des-risques-responsabilite-civile/formation-suivi-administratif-des-polices-d-assurance-et-des-sinistres.html,14,1300
1 jour - 7 h,Formation : Panorama des sûretés et garanties bancaires,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Sécuriser ses créances</li>
<li>Maîtriser les différentes catégories de garanties et sûretés bancaires</li>
<li>Appréhender les garanties et sûretés bancaires sous l’angle international </li>
</ul>
                                            </div>",800 €,4067,https://www.comundi.fr/formation-droit-bancaire/formation-panorama-des-suretes-et-garanties-bancaires.html,7,800
2 jours - 14 h,Formation : Maîtriser les Assurances construction,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Apprécier les responsabilités des différents intervenants à l'opération de construction
</li><li>Maîtriser les garanties des contrats d'assurance construction
</li><li>Gérer les sinistres et piloter les expertises amiables ou judiciaires</li></ul>
                                            </div>",1 300 €,VT27,https://www.comundi.fr/formation-droit-des-assurances-et-prevention-des-risques-responsabilite-civile/formation-maitriser-les-assurances-construction.html,14,1300
1 jour - 7 h,Formation : Impacts de la réforme du droit des obligations sur l'assurance responsabilité civile,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Connaître l’ordonnance du 10 février 2016 portant réforme du Droit des obligations et les nouvelles règles de la responsabilité civile</li>
<li>Appréhender les nouveaux risques et les nouvelles preuves admissibles</li>
<li>Faire face à une mise en cause et gérer efficacement le sinistre</li>
</ul>
                                            </div>",800 €,4497,https://www.comundi.fr/formation-droit-civil/formation-impacts-de-la-reforme-du-droit-des-obligations-sur-l-assurance-responsabilite-civile.html,7,800
1 jour - 7 h,"Formation : Dommages corporels, quelle indemnisation ?","<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Identifier les acteurs et intermédiaires du système de la réparation</li>
<li>Décrypter les principes et outils de la réparation</li>
<li>Évaluer et chiffrer les préjudices des victimes</li>
</ul>
                                            </div>",800 €,4071,https://www.comundi.fr/formation-droit-des-assurances-et-prevention-des-risques-responsabilite-civile/formation-dommages-corporels-quelle-indemnisation.html,7,800
2 jours - 14 h,Formation : Assurance Responsabilité Civile,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Répertorier, apprécier et prévenir vos nouveaux risques RC
</li><li>Maîtriser les clauses et subtilités des contrats d'assurance RC
</li><li>Faire face à une mise en cause et gérer efficacement le sinistre</li></ul>
                                            </div>",1 650 €,VT07,https://www.comundi.fr/formation-droit-des-assurances-et-prevention-des-risques-responsabilite-civile/formation-assurance-responsabilite-civile.html,14,1650
1 jour - 7 h,Formation : Actualité du droit des assurances 2019/2020,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser les évolutions législatives et jurisprudentielles du droit des assurances</li>
<li>Se prémunir des risques de responsabilité contractuelle</li>
<li>Maîtriser les modalités de gestion applicables au contrat d’assurance</li>
</ul>
                                            </div>",800 €,4076,https://www.comundi.fr/formation-droit-des-assurances-et-prevention-des-risques-responsabilite-civile/formation-actualite-du-droit-des-assurances-2019-2020.html,7,800
1 jour - 7 h,Formation : Maîtriser les mathématiques financières pour optimiser sa gestion,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Connaitre les enjeux liés à l’actualisation des flux financiers futurs</li>
<li>Connaitre les différents outils et formules de mathématiques financières</li>
<li>Savoir les utiliser et les appliquer à bon escient pour optimiser la gestion de son organisation et les négociations financières avec ses partenaires</li>
</ul>
                                            </div>",800 €,5396,https://www.comundi.fr/formation-finances-publiques/formation-maitriser-les-mathematiques-financieres-pour-optimiser-sa-gestion.html,7,800
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Lire et interpréter les états financiers,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Connaître les principales rubriques des documents financiers
</li><li>Analyser les bilans, comptes de résultats et annexes
</li><li>S'initier aux bases de l'analyse financière</li></ul>
                                            </div>",,SM23,https://www.comundi.fr/formation-finance-pour-tous/formation-lire-et-interpreter-les-etats-financiers.html,,
2 jours - 14 h,Formation : Fiscalité pour non spécialiste,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser les fondamentaux de la fiscalité applicable en Entreprise</li>
<li>Déterminer le résultat fiscal et l’IS</li>
<li>Appréhender la TVA, la CET, la CFE, la CVAE et les principales autres taxes</li>
</ul>
                                            </div>",1 300 €,5512,https://www.comundi.fr/formation-finance-pour-tous/formation-fiscalite-pour-non-specialiste.html,14,1300
2 jours - 14 h,Formation : Finance pour non-financiers,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Intégrer la gestion financière dans vos décisions et choix de gestion
</li><li>Maîtriser les mécanismes financiers essentiels
</li><li>Connaître les bases de l'analyse financière</li></ul>
                                            </div>",1 300 €,JP26,https://www.comundi.fr/formation-finance-pour-tous/formation-finance-pour-non-financiers.html,14,1300
2 jours - 14 h,Formation : Création d'entreprise,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Mettre en œuvre l’argumentaire et les prévisions financières d’une nouvelle activité</li>
<li>Savoir établir les documents financiers essentiels pour valider un nouveau projet</li>
<li>Savoir convaincre des bailleurs de fonds ou une Direction de l’intérêt d’un nouveau projet</li>
</ul>
                                            </div>",1 300 €,5495,https://www.comundi.fr/formation-finance-pour-tous/formation-creation-d-entreprise.html,14,1300
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Management non hiérarchique,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Acquérir les techniques pour manager vos collaborateurs sans légitimité hiérarchique</li><li>Lever les freins de la hiérarchie du secteur public
</li><li>Motiver, mobiliser, évaluer, recadrer votre équipe projet en améliorant votre communication</li></ul>
                                            </div>",,KL41,https://www.comundi.fr/formation-management-public/formation-management-non-hierarchique.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Piloter l'amélioration continue en industrie,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre les principes et les enjeux de l'amélioration continue en industrie</li>
<li>Utiliser les outils adaptés pour mettre en place une démarche d’amélioration structurée</li>
<li>Savoir mobiliser et animer vos équipes dans un projet collectif</li>
</ul>
                                            </div>",,2788,https://www.comundi.fr/formation-management-de-projets-techniques/formation-piloter-l-amelioration-continue-en-industrie.html,,
2 jours - 14 h,Formation : Les 10 outils des chef(fe)s de projet,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Maîtriser les étapes clés et identifier les priorités d'un projet</li><li>Associer et motiver les acteurs du projet : obtenir l'engagement de l'équipe
</li><li>Construire ses propres outils de gestion et de suivi pour gagner du temps</li></ul>
                                            </div>",1 300 €,DJ05,https://www.comundi.fr/formation-gestion-de-projet-1/formation-les-10-outils-des-chef-fe-s-de-projet.html,14,1300
2 jours,Formation : Agir sur les comportements à risque au travail,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Lever les résistances face au changement</li>
<li>Acquérir les techniques d’animation et de communication pour faire adhérer au message santé et sécurité au travail</li>
<li>Développer son leadership pour obtenir des changements de comportements individuels</li>
</ul>
                                            </div>",1 495 €,3213,https://www.comundi.fr/formation-management-de-la-securite-au-travail/formation-agir-sur-les-comportements-a-risque-au-travail.html,14,1495
2 jours - 14 h,Formation : Toxicologie et écotoxicologie,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir les bases de la toxicologie et de l'écotoxicologie appliquées à l'hygiène industrielle</li>
<li>Décrypter les résumés toxicologiques et écotoxicologiques dans une FDS</li>
<li>Exploiter les données pour la prévention des risques : VLEP*, IBE*, VTR*, impacts sur la santé et l'environnement</li>
</ul>
                                            </div>",1 495 €,3201,https://www.comundi.fr/formation-toxicologie-physico-chimie/formation-toxicologie-et-ecotoxicologie.html,14,1495
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Parcours injection,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre et mettre en œuvre les principes essentiels de l’injection</li>
<li>Comprendre et percevoir les principes essentiels de l’injection</li>
<li>Comprendre et appréhender les paramètres essentiels de l’injection</li>
</ul>
                                            </div>",,5215,https://www.comundi.fr/formation-materiaux-mecanique/formation-parcours-injection.html,,
1 jour - 7 h,Formation : Eco-conception et eco-innovation,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Effectuer une analyse du cycle de vie d’un produit ou d’un service</li>
<li>Mettre en place une démarche de progrès et d’amélioration continue en éco-conception et éco-innovation</li>
<li>Mobiliser les parties prenantes interne et externe sur un projet d’innovation en DD</li>
<li>Créer de la valeur et du sens dans l’entreprise</li>
</ul>
                                            </div>",995 €,5503,https://www.comundi.fr/formation-ingenierie-de-l-innovation-conception/formation-eco-conception-et-eco-innovation.html,7,995
2 jours - 14 h,Formation : Thermique industrielle : la combustion du gaz naturel,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Appréhender les compositions chimiques et les propriétés des différents combustibles gazeux</li>
<li>Acquérir les bases théoriques de la combustion : réactions stœchiométriques, excès d’air, enthalpie de réaction, pouvoir calorifique et température de flamme…</li>
<li>Être capable de réaliser un bilan thermique sur un appareil à combustion</li>
<li>Maîtriser les phénomènes qui se produisent dans les équipements thermiques</li>
</ul>
                                            </div>",1 495 €,3573,https://www.comundi.fr/formation-energie-1/formation-thermique-industrielle-la-combustion-du-gaz-naturel.html,14,1495
2 jours - 14 h,Formation : Ingénierie de peinture : formulation et application des peintures,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Lister et maitriser les différents constituants et leur association : pigments, résines, charges...</li>
<li>Optimiser la formulation de ses propres peintures</li>
<li>Maitriser l’application des peintures et choisir le meilleur procédé de peinture</li>
</ul>
                                            </div>",1 495 €,3561,https://www.comundi.fr/formation-chimie-formulation-bio-agro/formation-ingenierie-de-peinture-formulation-et-application-des-peintures.html,14,1495
2 jours - 14 h,"Formation : Colorimétrie : mesurer, interpréter et contrôler la couleur","<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre l’observation visuelle, la couleur, la mise à la teinte et la dérive colorimétrique</li>
<li>Mesurer la couleur : modes opératoires, échantillonnages…</li>
<li>Maitriser la colorimétrie avec des teintes métallisées</li>
<li>Eviter les pièges de la mesure de la couleur et mieux communiquer avec ses fournisseurs</li>
</ul>
                                            </div>",1 495 €,3562,https://www.comundi.fr/formation-chimie-formulation-bio-agro/formation-colorimetrie-mesurer-interpreter-et-controler-la-couleur.html,14,1495
3 jours - 21 h,Formation Coaching de leader : plongez dans l'univers du Clown !,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Savoir exprimer ses émotions</li>
<li>Jouer de son non-verbal !</li>
<li>Prendre en compte son auditoire</li>
<li>Prendre du recul sur ses limites et ses erreurs</li>
</ul>
                                            </div>",1 800 €,5492,https://www.comundi.fr/formation-perfectionner-son-management/formation-coaching-de-leader-plongez-dans-l-univers-du-clown.html,21,1800
2 jours - 14 h,Formation : manager les nouvelles générations Y et Z,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Apprendre à décoder les comportements des « Digital natives »</li><li>Savoir fixer les bonnes limites et agir avec authenticité...
</li><li>Adapter ses pratiques managériales pour mieux les surprendre !</li></ul>
                                            </div>",1 300 €,LR08,https://www.comundi.fr/formation-perfectionner-son-management/formation-manager-les-nouvelles-generations-y-et-z.html,14,1300
1 jour - 7 h,Formation : Manager les Millennials : 5 ateliers pour réussir le défi intergénérationnel !,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Challenger son mode de management grâce à une meilleure connaissance des générations</li>
<li>Favoriser l’implication des Millennials, et à terme leur fidélisation </li>
<li>Anticiper les évolutions à venir pour relever le défi intergénérationnel !</li>
</ul>
                                            </div>",800 €,5138,https://www.comundi.fr/formation-perfectionner-son-management/formation-manager-les-millennials-5-ateliers-pour-reussir-le-defi-intergenerationnel.html,7,800
2 jours - 14 h,"Formation : Manager des équipes internationales, multiculturelles ou virtuelles","<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Développer des compétences pratiques pour gérer les défis du management international, interculturel et dispersé avec efficacité</li>
<li>Adapter ses méthodes et outils pour mieux manager les équipes internationales et multiculturelles</li>
<li>Adapter sa communication, motiver, impliquer, valoriser la diversité pour renforcer la collaboration</li>
</ul>
                                            </div>",1 300 €,5443,https://www.comundi.fr/formation-perfectionner-son-management/formation-manager-des-equipes-internationales-multiculturelles-ou-virtuelles.html,14,1300
2 jours - 14 h,Formation : Le management bienveillant,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Développer un exercice bienveillant de l’autorité auprès de son équipe</li>
<li>Devenir un leader positif pour préserver les relations et les objectifs de performance de l’équipe</li>
<li>Favoriser l’engagement et le bien-être des collaborateurs</li>
</ul>
                                            </div>",1 300 €,5128,https://www.comundi.fr/formation-perfectionner-son-management/formation-le-management-bienveillant.html,14,1300
1 jour - 7 h,Formation : Développer sa posture Coach,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir la posture Coach porteur de sens pour mieux manager ses équipes, conduire le changement et appréhender les environnements complexes</li>
<li>Connaitre les outils du coaching à les intégrer à ses pratiques managériales</li>
<li>Développer son leadership et son intelligence relationnelle</li>
</ul>
                                            </div>",800 €,5442,https://www.comundi.fr/formation-perfectionner-son-management/formation-developper-sa-posture-coach.html,7,800
2 jours - 14 h,Formation : Décider en contexte incertain ou de stress fort,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Analyser ses propres réactions et modes de fonctionnement face à la complexité, la pression, l’incertitude (du contexte, de l’information…)</li>
<li>Prendre des décisions pertinentes, savoir se positionner et gérer ses émotions en environnement complexe ou sous pression</li>
<li>Renforcer son agilité, protéger ses équipes, favoriser la coopération dans les situations professionnelles et managériales les plus difficiles</li>
</ul>
                                            </div>",1 300 €,5390,https://www.comundi.fr/formation-perfectionner-son-management/formation-decider-en-contexte-incertain-ou-de-stress-fort.html,14,1300
2 jours - 14 h,Formation : Coaching et management,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Favorisez l'autonomie de vos collaborateurs
</li><li>Renforcez l'efficacité de votre management 
</li><li>Initiez-vous aux méthodes et outils du coaching</li></ul>
                                            </div>",1 300 €,OM19,https://www.comundi.fr/formation-perfectionner-son-management/formation-coaching-et-management.html,14,1300
2 jours - 14 h,Formation : Co-développement pour Managers,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Développer son intelligence managériale, renforcer son leadership et faire progresser ses pratiques grâce à l’intelligence collective</li>
<li>Prendre du recul sur sa posture professionnelle, échanger entre pairs sur ses situations quotidiennes et difficultés rencontrées</li>
<li>Bénéficier d’outils clés pour résoudre ses problématiques managériales, améliorer ses compétences, gérer les situations difficiles</li>
</ul>
                                            </div>",1 300 €,5460,https://www.comundi.fr/formation-perfectionner-son-management/formation-co-developpement-pour-managers.html,14,1300
1 jour - 7 h,Formation : Animer une communauté apprenante,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Expérimenter les outils de facilitation des apprentissages et initier la transformation de sa structure ou de ses équipes en organisation apprenante</li>
<li>Capitaliser sur les savoirs et développer les synergies entre activités par un meilleur partage de connaissances et une plus grande coopération</li>
<li>Utiliser l’intelligence collective pour faire évoluer les pratiques et répondre aux difficultés</li>
<li>Développer la maturité et améliorer durablement la performance de ses équipes</li>
</ul>
                                            </div>",800 €,5420,https://www.comundi.fr/formation-perfectionner-son-management/formation-animer-une-communaute-apprenante.html,7,800
1 jour - 7 h,Formation : Accompagner les profils « atypiques »,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <p>Donner aux managers/dirigeants/RRH des clés de lecture leur permettant de :</p>
<ul>
<li>Reconnaître les talents d’un collaborateur au profil « atypique »</li>
<li>Accompagner/accélérer le développement de carrière des profils « atypiques » au bénéfice réciproque de l’entreprise et du collaborateur</li>
<li>Comprendre leurs besoins, identifier leurs fragilités et savoir leur offrir un environnement propice au déploiement durable de leur plein potentiel</li>
<li>Savoir s’appuyer sur la richesse de la diversité pour développer l’innovation et assurer la performance collective de l’entreprise</li>
</ul>
                                            </div>",800 €,5436,https://www.comundi.fr/formation-perfectionner-son-management/formation-accompagner-les-profils-atypiques.html,7,800
5 jours - 35 h,Cycle 5 jours - Profession Manager 4.0 : Booster l'intelligence collective !,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Développer la vision stratégique de sa fonction</li><li>Renforcer son leadership et son savoir-faire relationnel
</li><li>Créer les conditions de la performance de son équipe
</li><li>Développer la créativité et faire face aux situations complexes</li></ul>
                                            </div>",3 000 €,RC14,https://www.comundi.fr/formation-perfectionner-son-management/cycle-5-jours-profession-manager-4-0-booster-l-intelligence-collective.html,35,3000
2 jours - 14 h,Formation : Chimie pour non-chimiste,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>S’approprier les bases de la chimie pour interagir avec ses interlocuteurs</li>
<li>Savoir ce qui se cache derrière les notions de base : atome, molécule, réaction chimique…</li>
<li>Appréhender les propriétés et réactions chimiques pour mieux comprendre ses produits, ses collègues, ses fournisseurs, ses clients…</li>
</ul>
                                            </div>",1 300 €,2305,https://www.comundi.fr/formation-chimie-formulation-bio-agro/formation-chimie-pour-non-chimiste.html,14,1300
